"X","Tenure","Gender","EducationLevel","LoanStatus","NetPromoterScore","TransactionFrequency","Surname","Age","Geography","ComplaintsCount","HasCrCard","EstimatedSalary","IsActiveMember","AvgTransactionAmount","CustomerSegment","MaritalStatus","DigitalEngagementScore","ID","CreditScore","SavingsAccountFlag","Balance","NumOfProducts","Exited"
6121,3,"Female","Other","Default risk",NA,NA,"Hsia",38,NA,3,0,22614.19,1,83.085518466408,"High Net Worth","Widowed",NA,NA,508,0,NA,2,0
6122,5,"Female",NA,NA,NA,33,NA,50,"Germany",0,NA,177805.44,0,74.1606516344928,"Mass Market","Married",58,NA,NA,1,129293.74,1,1
6123,1,"Female","University",NA,8,38,"Milano",24,"France",0,1,184182.25,0,NA,"Mass Market","Married",52,NA,756,NA,NA,2,0
6124,4,"Female","High School",NA,2,29,"Dickson",41,"Spain",0,1,132943.88,0,99.1612303230992,NA,NA,61,NA,782,1,NA,1,0
6125,0,"Female","High School",NA,NA,29,NA,32,"Germany",0,NA,NA,0,65.2571510591398,NA,"Single",35,NA,595,NA,92466.21,1,0
6126,8,NA,"High School","No loan",2,35,"Schneider",26,"France",0,1,42330.58,0,137.213527353486,"Affluent","Single",44,NA,597,1,149989.39,1,0
6127,NA,NA,"University","No loan",NA,28,NA,NA,"France",NA,1,177355.8,0,NA,"Mass Market","Married",NA,NA,691,1,101070.69,1,1
6128,3,NA,"University","No loan",9,NA,"Onyeoruru",38,"Germany",0,NA,NA,1,149.327787033684,"Mass Market",NA,72,NA,752,1,183102.29,1,0
6129,4,"Male","University","No loan",NA,26,NA,26,NA,0,1,8742.36,1,41.0930848738866,"Mass Market","Married",51,NA,NA,1,121365.39,NA,0
6130,10,"Male","High School","No loan",NA,35,"Hobler",40,NA,NA,1,103832.58,0,NA,"Affluent","Single",71,NA,628,NA,0,NA,0
6131,3,"Male",NA,"Active loan",7,NA,NA,30,"France",NA,NA,NA,NA,NA,NA,"Divorced",40,NA,562,0,111099.79,2,0
6132,10,"Male","High School","Active loan",4,45,"Liu",41,"Germany",0,1,NA,1,89.328238660948,"Affluent","Single",52,NA,NA,NA,84622.13,1,0
6133,1,"Male","University",NA,9,34,NA,29,"Germany",NA,0,48986.18,NA,138.182903346443,"Mass Market","Married",54,NA,NA,NA,96462.25,2,0
6134,1,"Female",NA,"No loan",9,28,"Wilder",NA,"France",0,1,62845.64,0,95.0664862578795,"Mass Market","Married",69,NA,615,1,104267.7,NA,1
6135,3,"Female","University","No loan",8,28,"Foxall",34,NA,0,1,NA,0,89.8960807162638,"Mass Market","Married",NA,NA,NA,1,107747.57,1,0
6136,6,NA,"University","No loan",8,30,NA,33,"France",0,1,148779.41,0,33.5302177121969,"Mass Market","Married",70,NA,761,1,138053.79,2,0
6137,2,"Female","High School",NA,NA,31,"Singh",40,"Germany",0,NA,30812.84,NA,169.342155080714,NA,NA,NA,NA,740,1,122295.17,2,0
6138,8,"Female",NA,NA,NA,24,"Kovaleva",27,"France",NA,1,NA,1,51.6443928891917,"High Net Worth","Divorced",92,NA,NA,0,66201.96,1,0
6139,1,"Male","University",NA,10,22,NA,27,"Germany",0,NA,67611.36,NA,NA,"Mass Market",NA,NA,NA,NA,1,122552.34,NA,0
6140,NA,NA,"University","No loan",NA,NA,NA,46,"France",0,1,NA,1,126.463456445133,"Mass Market",NA,NA,NA,850,1,157866.77,NA,0
6141,NA,"Male","University","No loan",9,27,"Sheppard",NA,"Germany",0,1,28750.67,NA,87.4226244569729,"Mass Market","Married",NA,NA,NA,1,121309.17,NA,0
6142,3,"Male","University","No loan",9,24,"Maynard",NA,"France",0,1,41820.65,1,93.4401386228621,"Mass Market","Married",NA,NA,634,1,NA,NA,0
6143,NA,"Male",NA,NA,9,33,NA,NA,"France",0,0,NA,0,160.61372250384,"Mass Market",NA,NA,NA,497,1,0,1,0
6144,NA,"Female",NA,"No loan",8,NA,"Davide",NA,"Germany",NA,1,1676.92,NA,108.016432496473,NA,"Married",72,NA,590,NA,123599.49,2,0
6145,1,"Male","University",NA,NA,34,NA,49,"Spain",NA,NA,135757.27,1,47.5092572986758,"Mass Market","Married",41,NA,NA,1,150777.72,2,0
6146,2,NA,"High School",NA,9,NA,NA,34,"France",0,1,164162.44,0,120.243148281157,NA,"Married",94,NA,NA,1,0,NA,0
6147,1,"Female",NA,NA,0,31,"Fanucci",50,"Spain",NA,NA,88566.9,0,70.9264183194019,NA,"Widowed",81,NA,698,0,0,4,1
6148,NA,"Female","University","No loan",10,28,NA,NA,"Germany",0,1,119259.34,0,65.7491360340266,"Mass Market",NA,60,NA,689,1,78119.59,4,1
6149,NA,NA,"University","No loan",9,22,NA,57,NA,0,0,116781.71,NA,NA,NA,"Married",NA,NA,560,1,0,2,0
6150,NA,NA,NA,NA,10,NA,"Ts'ui",33,NA,0,0,121789.3,1,268.44806130763,"Mass Market","Married",48,NA,555,NA,NA,1,0
6151,5,NA,"High School","No loan",9,31,"He",NA,"Spain",0,1,NA,1,49.4345825124844,"Affluent","Single",68,NA,529,NA,NA,2,0
6152,3,"Male",NA,NA,9,NA,"Eberechukwu",35,NA,NA,NA,NA,1,135.505923160019,"Affluent","Single",72,NA,719,1,122964.88,1,0
6153,2,"Male","High School","No loan",5,35,"Andreyeva",38,"Spain",0,1,23531.5,NA,76.397908326115,"Affluent","Single",79,NA,NA,1,99811.44,2,0
6154,NA,NA,"University","No loan",10,NA,"Amaechi",47,"France",0,1,29586.73,0,NA,"Mass Market",NA,82,NA,NA,NA,154543.98,1,0
6155,4,"Male","University","No loan",8,28,NA,37,"Spain",0,1,4459.5,0,131.17257289026,"Mass Market","Married",68,NA,NA,1,0,2,0
6156,NA,"Male","Postgraduate","Default risk",1,NA,"Toscani",NA,"Germany",2,0,11865.76,0,NA,"High Net Worth","Divorced",44,NA,665,NA,132178.67,1,0
6157,9,"Male","Postgraduate","Active loan",3,33,"Mach",45,"Germany",1,0,NA,0,75.5467622459584,"High Net Worth","Divorced",73,NA,NA,NA,170295.04,2,0
6158,9,NA,NA,"No loan",10,NA,"Tai",40,"France",NA,1,194767.3,0,112.255668790601,"Mass Market","Married",74,NA,664,1,0,2,0
6159,2,"Male","High School","No loan",2,19,"Whitehead",NA,"France",0,NA,92406.22,1,175.48384757507,"Affluent",NA,53,NA,586,NA,138553.57,1,0
6160,2,"Male","University","No loan",8,NA,"Ogochukwu",37,"France",0,1,NA,0,66.9514464785013,NA,"Married",42,NA,660,NA,97324.91,1,0
6161,NA,"Male",NA,"No loan",NA,31,"Schiavone",39,"Spain",0,0,12465.51,1,NA,"Mass Market","Married",67,NA,517,1,0,2,0
6162,NA,NA,"High School",NA,NA,NA,"Chineze",37,"France",0,NA,NA,1,103.236653037343,NA,"Single",62,NA,652,NA,92208.54,NA,1
6163,2,NA,NA,NA,NA,23,"Yermakov",35,NA,0,NA,26389.92,NA,69.6003681191286,"Affluent","Single",77,NA,578,0,0,2,0
6164,0,"Male","University","No loan",NA,38,"Tuan",43,"France",0,1,39920,0,60.8695070018517,"Mass Market","Married",NA,NA,737,NA,80090.93,1,1
6165,NA,NA,"Postgraduate","Active loan",1,23,"Kuo",27,"Spain",1,1,164825.04,1,117.35006629007,NA,NA,NA,NA,497,0,75263.16,NA,0
6166,NA,"Female","University",NA,8,NA,NA,65,"Spain",0,NA,103182.46,1,113.684514370243,"Mass Market",NA,42,NA,580,NA,0,NA,0
6167,3,NA,NA,"Active loan",4,26,"Guerin",NA,NA,0,1,91044.47,NA,84.1684134266155,"Affluent",NA,32,NA,790,0,0,1,0
6168,NA,"Male","High School",NA,NA,NA,"Powell",62,NA,NA,1,61120.75,1,130.531482516654,"Affluent","Single",29,NA,642,1,NA,2,0
6169,0,"Female",NA,"No loan",2,22,"Ositadimma",NA,NA,0,NA,NA,1,NA,"Affluent",NA,NA,NA,673,NA,0,1,0
6170,2,"Female","Postgraduate","Active loan",3,30,NA,27,NA,1,1,57876.05,1,101.131771656224,NA,NA,83,NA,769,0,NA,NA,0
6171,NA,"Male",NA,NA,NA,37,"Gould",NA,"Germany",0,0,92873.5,1,NA,"Mass Market",NA,50,NA,723,1,NA,NA,1
6172,8,"Female","High School","Active loan",7,33,"Palerma",43,NA,NA,1,NA,0,NA,NA,NA,81,NA,NA,NA,132558.26,1,1
6173,NA,"Female",NA,NA,2,NA,"McLean",50,"France",0,1,53130.41,1,60.3042775466283,NA,"Single",58,NA,NA,NA,NA,2,0
6174,9,NA,NA,"No loan",10,40,"Tu",NA,"Spain",0,1,NA,1,NA,"Mass Market",NA,NA,NA,NA,1,130233.14,1,0
6175,8,"Female",NA,"No loan",8,22,"Ts'ai",NA,"France",0,NA,NA,NA,90.8531759712726,NA,"Married",57,NA,NA,1,141441.75,1,0
6176,NA,"Male",NA,"No loan",NA,38,"Booth",42,"France",0,0,NA,0,163.428043414752,"Mass Market","Married",80,NA,694,1,156864.2,2,0
6177,6,NA,NA,"No loan",10,NA,"Douglas",NA,"Germany",0,NA,111448.92,1,88.8783429118071,"Mass Market","Married",NA,NA,NA,NA,NA,NA,0
6178,2,"Male","High School","No loan",2,NA,NA,31,"Germany",0,0,13482.28,0,33.0056699701236,"Affluent",NA,48,NA,NA,1,77082.65,2,0
6179,8,"Male","Postgraduate","Default risk",1,23,"Arcuri",NA,NA,NA,1,NA,0,125.072846925968,"High Net Worth",NA,47,NA,NA,0,98382.72,1,0
6180,NA,NA,NA,NA,NA,31,"Greco",34,NA,NA,1,33501.98,NA,102.524963978975,NA,"Widowed",NA,NA,850,0,101266.51,1,0
6181,2,"Female","University","No loan",10,NA,"Dalton",27,NA,0,1,NA,0,NA,"Mass Market","Married",60,NA,596,1,NA,NA,0
6182,NA,"Male",NA,"No loan",8,24,NA,33,"France",0,1,NA,NA,NA,NA,"Married",21,NA,558,1,108477.49,1,1
6183,8,"Male","High School",NA,NA,35,"Cunningham",35,"Spain",0,NA,100015.79,0,NA,"Mass Market","Married",NA,NA,595,1,NA,NA,1
6184,7,"Male",NA,NA,NA,23,"Pisano",28,"France",NA,1,NA,NA,76.369181639602,"Affluent","Single",60,NA,NA,0,0,NA,0
6185,NA,"Male","University","No loan",10,NA,NA,44,NA,NA,NA,158735.1,NA,96.1090888451606,"Mass Market","Married",31,NA,757,NA,140856.16,2,0
6186,NA,"Male",NA,NA,NA,44,NA,28,"France",0,1,138526.96,0,75.508987866913,"Mass Market","Married",NA,NA,439,NA,110976.23,2,0
6187,9,"Male","High School","Active loan",4,28,NA,54,NA,NA,0,NA,1,92.3185001427726,"Affluent","Single",74,NA,751,0,156367.6,2,0
6188,9,"Male","Postgraduate","Active loan",3,NA,"Speth",38,"France",1,1,181507.44,1,155.571728181854,NA,"Divorced",NA,NA,819,0,122334.26,2,0
6189,NA,"Female","University",NA,8,NA,"Liao",38,"Spain",0,1,NA,0,171.728802979619,"Mass Market","Married",40,NA,NA,1,0,2,0
6190,7,"Female","Postgraduate","Active loan",7,24,"McCarthy",35,"Spain",1,1,127977.66,1,NA,"High Net Worth","Divorced",65,NA,695,0,79858.13,2,0
6191,0,"Male","University","No loan",NA,24,NA,NA,"France",0,NA,NA,1,112.456940967233,"Mass Market","Married",NA,NA,535,1,NA,1,0
6192,NA,"Female","High School","Active loan",NA,NA,"Chuang",36,"Germany",0,1,63085.94,0,195.875667532972,"Affluent","Single",NA,NA,628,NA,NA,1,0
6193,NA,"Male",NA,NA,9,36,"Greece",35,NA,NA,1,71173.64,1,163.125810438587,"Mass Market",NA,75,NA,701,1,159693.9,2,0
6194,NA,NA,NA,"No loan",8,40,"Simmons",NA,"France",0,NA,NA,0,64.5161793022113,NA,NA,59,NA,592,1,126477.42,NA,0
6195,NA,NA,"Postgraduate",NA,NA,30,NA,35,"France",1,NA,NA,NA,NA,NA,"Divorced",63,NA,571,NA,104783.81,2,0
6196,4,NA,"High School","No loan",NA,34,"Kirsova",28,NA,0,NA,144423.17,1,86.695537041972,"Mass Market","Married",NA,NA,NA,1,NA,2,1
6197,5,"Male","University","No loan",NA,21,"Bailey",29,"France",0,1,152723.23,NA,111.082030244168,"Mass Market",NA,NA,NA,698,1,95167.55,NA,0
6198,NA,"Male",NA,NA,10,28,"Wall",51,NA,NA,1,179861.79,0,213.992156920331,"Mass Market","Married",NA,NA,541,1,NA,2,0
6199,5,"Female","University","No loan",8,NA,"Banks",NA,NA,NA,1,178106.34,0,47.6324314319912,NA,"Married",76,NA,667,1,92171.35,3,1
6200,1,NA,NA,"Active loan",6,28,"Taylor",NA,"France",0,NA,NA,NA,169.524025861358,NA,"Single",NA,NA,NA,NA,102520.37,NA,0
6201,8,NA,"Postgraduate",NA,7,28,"Crist",36,"France",1,0,109179.89,1,84.3897859698645,NA,"Divorced",NA,NA,649,0,NA,2,0
6202,NA,NA,"High School","Active loan",4,NA,"Craigie",NA,"France",0,1,NA,0,68.7255258096516,NA,"Single",55,NA,NA,0,NA,1,1
6203,3,"Female","University","No loan",NA,24,"Wenz",40,"Germany",NA,1,104610.86,NA,89.3771010009418,"Mass Market","Married",52,NA,624,1,NA,2,0
6204,8,"Male",NA,"Active loan",5,29,"Henderson",54,"France",0,NA,69381.05,1,67.3802168033884,"Affluent","Single",50,NA,NA,1,NA,NA,0
6205,10,"Female","University",NA,NA,NA,"Gorbunov",NA,"France",NA,NA,90076.85,1,73.0555597424058,"Mass Market","Married",75,NA,NA,1,89550.85,1,0
6206,3,NA,"Postgraduate","Default risk",1,30,"Hughes",NA,NA,2,1,NA,1,93.0394064765335,"High Net Worth","Divorced",62,NA,779,NA,NA,NA,1
6207,NA,NA,"University",NA,10,35,"Ch'in",62,"France",0,1,NA,1,48.0514324839234,"Mass Market","Married",56,NA,592,1,0,NA,0
6208,3,"Male","University",NA,10,41,"Hill",35,"France",0,1,36249.76,NA,124.188358854018,"Mass Market","Married",75,NA,633,1,0,NA,0
6209,9,"Female","High School","Active loan",4,48,"Creel",44,"Spain",NA,1,158742.81,0,111.480008787491,"Affluent",NA,74,NA,704,0,153656.85,1,0
6210,NA,"Male",NA,"Active loan",3,31,NA,54,"Germany",1,1,120314.75,NA,89.5475312058636,NA,"Divorced",NA,NA,596,NA,123544,NA,1
6211,7,"Female","University","No loan",NA,NA,"Barling",NA,NA,0,0,140763.18,0,90.3105575494325,"Mass Market",NA,NA,NA,683,1,108797.63,2,0
6212,2,"Male",NA,NA,10,NA,"Greeves",52,NA,0,1,159123.82,0,36.9661956798911,NA,NA,30,NA,793,1,NA,1,1
6213,9,"Female",NA,NA,NA,29,"Zubarev",NA,"France",0,0,NA,NA,71.3729582679356,"Mass Market",NA,69,NA,570,NA,0,NA,0
6214,7,"Male",NA,"No loan",8,37,"Brabyn",NA,"France",0,1,119333.38,1,NA,"Mass Market",NA,86,NA,844,1,111501.66,NA,0
6215,2,"Male","Postgraduate","Active loan",1,34,NA,32,"Germany",NA,1,NA,0,NA,NA,"Divorced",47,NA,NA,0,NA,1,0
6216,NA,"Male","University","No loan",NA,NA,NA,NA,"France",NA,1,69664.35,0,128.32902938759,NA,"Married",NA,NA,NA,1,198113.86,1,0
6217,10,"Female","University",NA,10,NA,"Micklem",32,NA,NA,1,NA,1,125.498209386534,"Mass Market","Married",41,NA,447,NA,NA,1,0
6218,2,"Male","Postgraduate","Default risk",NA,44,"Buda",42,"Spain",2,1,168294.27,1,319.059232935112,"High Net Worth",NA,NA,NA,679,0,0,NA,0
6219,NA,NA,"High School",NA,NA,40,"Fleming",35,NA,NA,NA,143774.06,NA,64.576081950002,"Affluent","Single",NA,NA,680,1,0,2,0
6220,9,"Female","High School",NA,2,29,NA,39,"Germany",0,1,94711.43,NA,50.5607354385448,"Affluent","Single",55,NA,NA,1,NA,NA,0
6221,NA,"Female","Postgraduate","Active loan",NA,37,"Vasilyeva",29,"Spain",1,1,129629.41,1,75.2875254013542,"High Net Worth","Divorced",NA,NA,590,NA,99250.08,NA,0
6222,2,"Female","University","No loan",NA,NA,"Zetticci",37,"France",0,1,71972.95,1,NA,"Mass Market","Married",58,NA,698,NA,166178.02,NA,0
6223,NA,NA,NA,"Active loan",6,31,"Gardener",35,"France",0,0,79957.95,1,142.18088065451,"Affluent","Single",74,NA,NA,NA,133111.73,1,0
6224,NA,"Female",NA,"No loan",10,NA,"Sanderson",39,NA,NA,NA,132741.13,0,157.390034114556,NA,"Married",87,NA,607,1,0,3,1
6225,2,"Female","University",NA,NA,NA,NA,32,NA,0,1,80130.54,1,NA,"Mass Market","Married",67,NA,538,1,NA,NA,0
6226,8,"Male","University","No loan",10,23,NA,34,"Spain",0,1,180595.02,1,NA,"Mass Market","Married",83,NA,NA,1,0,NA,0
6227,9,"Male",NA,"No loan",NA,NA,NA,27,NA,0,0,NA,1,136.470538808205,"Mass Market",NA,76,NA,624,1,94667.29,2,0
6228,9,"Male","High School",NA,2,27,"Bergamaschi",56,"France",NA,NA,85547.33,0,102.750974427799,NA,NA,NA,NA,NA,NA,0,NA,1
6229,5,"Male","University",NA,10,23,"Austin",38,"Germany",0,NA,NA,NA,43.7246171524393,"Mass Market",NA,62,NA,732,1,178787.54,NA,0
6230,10,NA,NA,NA,10,39,"Chukwualuka",39,NA,0,NA,22878.16,NA,163.267068761807,NA,"Married",52,NA,NA,1,NA,1,1
6231,NA,"Female","High School","Active loan",4,32,"Lucas",NA,"France",NA,NA,131177.22,NA,100.5646495761,"Affluent",NA,53,NA,NA,0,NA,1,0
6232,7,"Male","University","No loan",10,32,NA,36,"France",0,NA,118971.74,NA,NA,"Mass Market","Married",36,NA,NA,1,103688.19,1,0
6233,NA,"Male",NA,"No loan",9,30,"Shen",48,"Germany",0,1,82469.06,NA,146.66130192041,NA,"Married",NA,NA,659,1,123593.22,2,1
6234,6,"Male","High School","Active loan",NA,25,"Chiawuotu",32,NA,0,0,NA,NA,NA,"Affluent","Single",67,NA,606,1,0,2,0
6235,7,"Male",NA,"Active loan",1,27,"Thompson",NA,"Germany",1,1,197812.16,1,81.0424608601083,NA,"Divorced",59,NA,563,0,105007.31,NA,0
6236,1,"Male","University","No loan",8,30,"Sung",37,"France",NA,NA,30461.55,0,88.4891809043742,NA,NA,NA,NA,553,NA,0,NA,0
6237,4,NA,"University",NA,NA,32,"Morres",31,"France",0,1,33082.81,1,NA,NA,"Married",47,NA,850,NA,NA,2,0
6238,8,"Male","High School",NA,9,29,"Hollis",48,"France",0,1,23344.94,NA,NA,"Mass Market","Married",66,NA,679,1,0,2,0
6239,NA,NA,"High School",NA,9,28,"Manna",46,"Germany",0,1,NA,1,47.4567921790732,"Affluent","Single",72,NA,567,1,68238.51,2,0
6240,6,"Female","High School","No loan",NA,NA,"Tseng",39,NA,0,1,85167.88,1,95.200805135683,"Affluent","Single",NA,NA,NA,NA,0,1,0
6241,8,NA,NA,"Default risk",1,29,"Hayden",NA,NA,NA,1,183717.94,1,NA,NA,"Divorced",84,NA,606,0,NA,2,0
6242,10,"Female","University",NA,NA,34,"Greco",77,"Germany",NA,NA,59595.66,1,136.737088968681,"Mass Market","Married",NA,NA,673,NA,76510.52,NA,0
6243,NA,"Female",NA,"Default risk",NA,26,"Lloyd",NA,"Spain",NA,0,110932.24,1,80.8538703965642,"High Net Worth","Divorced",64,NA,NA,0,NA,1,1
6244,10,NA,"High School","Active loan",4,NA,"Rohu",25,"Germany",NA,0,131501.72,NA,197.375020913566,"Affluent",NA,85,NA,NA,0,76968.12,2,0
6245,5,"Male","Postgraduate",NA,7,24,NA,40,"France",NA,1,153537.55,1,86.6805272250382,"High Net Worth","Divorced",66,NA,701,NA,169742.64,NA,1
6246,7,"Female",NA,NA,3,NA,"Ko",NA,"Spain",NA,NA,NA,NA,145.636566430075,"High Net Worth","Divorced",44,NA,648,0,81153.82,1,1
6247,5,"Female","University","No loan",NA,31,"Ballard",25,"Germany",0,NA,58426.81,1,84.3306594186345,"Mass Market","Married",55,NA,604,1,NA,NA,0
6248,8,NA,NA,NA,6,24,NA,NA,"Spain",NA,1,NA,NA,NA,"Affluent",NA,NA,NA,NA,0,0,2,0
6249,7,"Female",NA,NA,NA,15,"Carpenter",38,"France",2,1,157664.02,1,105.733284482849,"High Net Worth","Divorced",NA,NA,688,NA,123544.21,1,0
6250,2,"Female",NA,"Active loan",5,30,"Osborne",61,"France",0,1,NA,1,NA,NA,"Single",66,NA,556,1,117419.35,1,0
6251,3,"Male","University","No loan",NA,25,"McIntosh",40,"Spain",0,NA,171867.08,0,112.899403004531,"Mass Market","Married",52,NA,NA,NA,221532.8,NA,0
6252,6,"Male",NA,"No loan",9,NA,"Coates",25,"Germany",NA,1,114774.35,0,66.8359395038237,"Mass Market","Married",32,NA,NA,1,104013.79,1,0
6253,NA,"Female","High School",NA,6,29,"Esposito",NA,"Germany",NA,1,NA,NA,103.559710913591,"Affluent","Single",56,NA,NA,0,127421.78,NA,1
6254,NA,NA,"University","No loan",10,32,"Reid",33,"Spain",0,1,NA,1,114.389297547915,NA,"Married",74,NA,NA,NA,NA,1,0
6255,10,"Female","Postgraduate","Default risk",0,26,"Mirams",33,"Spain",NA,1,62674.42,0,121.575408618059,NA,NA,66,NA,NA,0,75592.43,NA,0
6256,5,NA,"University","No loan",10,27,"Huang",38,"France",NA,0,NA,1,43.6974575706745,"Mass Market","Married",51,NA,547,NA,NA,NA,0
6257,4,NA,"High School",NA,9,NA,"Hawkins",NA,"France",0,NA,142331.39,1,40.3359139097369,"Mass Market","Married",NA,NA,693,1,0,2,0
6258,8,"Female","University","No loan",8,35,"Bull",NA,"France",0,NA,126434.61,1,77.2159068386974,"Mass Market",NA,53,NA,NA,1,92472.1,2,0
6259,10,NA,NA,"No loan",9,NA,NA,NA,"France",0,0,155641.46,1,252.383346720072,"Mass Market","Married",36,NA,606,1,NA,NA,0
6260,5,"Male",NA,"Default risk",NA,33,NA,NA,"Spain",2,1,100637.07,NA,121.475309376385,"High Net Worth",NA,51,NA,NA,0,102145.13,1,0
6261,6,"Female","University","No loan",10,NA,NA,29,"Germany",0,1,96051.1,1,73.7872133702237,"Mass Market",NA,48,NA,600,1,NA,2,0
6262,2,"Female","High School","Active loan",6,25,NA,48,"France",0,0,NA,0,NA,"Affluent","Single",NA,NA,779,0,115290.27,NA,1
6263,7,"Male","University",NA,10,NA,NA,45,"Germany",0,0,NA,1,NA,NA,"Married",62,NA,NA,1,102703.62,1,1
6264,2,"Male","University","No loan",8,24,NA,NA,"Spain",NA,0,49185.57,1,76.3929585091489,NA,"Married",58,NA,717,1,102989.83,2,0
6265,6,"Male","University","No loan",8,31,NA,NA,NA,0,NA,62972.13,NA,212.452752495601,"Mass Market",NA,NA,NA,757,NA,105128.85,2,0
6266,NA,NA,"University","No loan",NA,26,NA,29,NA,0,1,189558.44,1,65.1532986797362,NA,"Married",46,NA,549,1,0,2,0
6267,10,"Female",NA,NA,NA,28,NA,20,"France",NA,0,100566.81,0,205.898882040708,"High Net Worth","Divorced",62,NA,636,0,NA,1,0
6268,NA,"Male","University","No loan",NA,NA,"Watson",39,"France",0,1,188187.05,0,NA,NA,NA,90,NA,752,1,0,NA,0
6269,8,"Female","Postgraduate","Active loan",3,NA,"Chiang",NA,"Spain",NA,1,110114.38,0,159.739225375438,"High Net Worth","Divorced",47,NA,526,NA,114634.63,NA,1
6270,NA,"Male","University","No loan",NA,NA,NA,43,NA,0,1,146379.3,1,NA,"Mass Market",NA,60,NA,NA,NA,0,2,0
6271,1,"Female",NA,"Active loan",NA,36,"Alexeieva",54,NA,0,0,NA,0,94.4679522947941,"Affluent",NA,NA,NA,584,0,NA,1,1
6272,NA,"Male","University",NA,10,38,"De Luca",43,"France",0,1,NA,0,NA,"Mass Market","Married",45,NA,678,1,133237.21,NA,1
6273,5,"Male","Postgraduate","Active loan",3,35,"Marshall",NA,"Spain",NA,0,196108.51,1,105.942243328319,NA,NA,62,NA,616,0,NA,2,0
6274,3,"Male","University",NA,NA,40,NA,NA,"Germany",NA,1,NA,NA,NA,NA,NA,88,NA,NA,1,151691.44,2,0
6275,NA,"Female",NA,"Active loan",NA,36,NA,40,"France",1,0,NA,1,NA,NA,NA,75,NA,716,0,0,NA,0
6276,NA,"Male",NA,NA,10,NA,"Sadler",51,NA,0,1,176403.33,0,111.992728965075,"Mass Market",NA,NA,NA,671,NA,96891.46,1,1
6277,NA,NA,"Other","Default risk",0,29,"Ives",NA,"France",5,0,13848.58,NA,85.5599536295351,NA,"Widowed",87,NA,NA,0,NA,1,0
6278,2,"Female","Other","Default risk",NA,29,"Balmain",27,"France",NA,NA,63495.86,0,107.877425138183,NA,"Widowed",69,NA,NA,0,0,NA,0
6279,NA,"Male",NA,"Active loan",5,31,"Ibeamaka",NA,"Spain",0,0,NA,NA,84.0570658429264,"Affluent",NA,91,NA,504,1,0,NA,0
6280,6,"Male","University","No loan",8,NA,NA,31,NA,NA,1,19448.93,1,109.671870203349,NA,"Married",NA,NA,694,1,109052.59,NA,1
6281,NA,"Female","University","No loan",10,35,NA,33,NA,0,0,70221.13,1,201.127471841616,"Mass Market","Married",59,NA,NA,NA,0,NA,1
6282,4,"Male","University",NA,10,30,NA,NA,"Germany",0,NA,NA,0,56.7129992381794,NA,"Married",NA,NA,591,1,NA,1,0
6283,1,NA,NA,NA,0,NA,NA,NA,NA,2,1,81431.99,0,142.841687228162,"High Net Worth","Divorced",68,NA,NA,0,123378.2,1,1
6284,10,"Female",NA,"Active loan",4,28,"Price",25,"Spain",0,NA,121562.33,NA,111.623866088656,NA,NA,NA,NA,685,NA,128509.63,1,0
6285,1,"Female",NA,"Default risk",0,26,"P'an",NA,"Spain",NA,NA,82796.29,NA,33.573578921456,"High Net Worth","Widowed",NA,NA,NA,0,NA,1,0
6286,3,"Female","Postgraduate","Default risk",1,NA,"McLean",NA,NA,2,1,NA,0,85.2779606602014,"High Net Worth","Divorced",55,NA,NA,NA,0,1,1
6287,4,"Female","High School","Active loan",4,NA,"Wang",34,"Spain",0,1,60688.38,NA,32.5575874408894,"Affluent",NA,NA,NA,507,0,NA,2,0
6288,1,"Male","High School","Active loan",6,33,"Kung",NA,"France",0,NA,NA,NA,NA,"Affluent","Single",77,NA,427,0,NA,1,0
6289,NA,NA,NA,"Active loan",NA,29,"Milano",38,"Spain",0,NA,20778.39,0,149.630051345637,NA,NA,60,NA,759,0,0,2,0
6290,5,NA,"High School","Active loan",4,NA,"Kent",23,"Spain",0,1,180622.43,1,118.518150736308,"Affluent","Single",78,NA,NA,0,NA,1,0
6291,NA,NA,"High School",NA,7,37,"Manna",NA,"France",0,1,94148.3,1,195.269970505899,"Affluent","Single",38,NA,707,NA,0,3,0
6292,2,NA,"University",NA,9,28,"McElhone",32,"France",NA,NA,138578.37,NA,101.98960361371,"Mass Market","Married",NA,NA,709,NA,87814.89,1,0
6293,1,"Female",NA,NA,10,25,"Warren",31,"Germany",0,NA,199255.32,0,46.1486284014582,"Mass Market","Married",NA,NA,748,NA,99557.94,1,0
6294,0,"Male","University","No loan",NA,27,"Griffen",41,NA,0,NA,65906.07,0,NA,NA,"Married",78,NA,592,1,0,NA,0
6295,4,"Female","University","No loan",8,27,"Sparks",NA,"France",0,NA,58601.61,0,43.1602310607024,NA,NA,42,NA,710,NA,116085.06,1,0
6296,4,NA,NA,"No loan",8,19,NA,48,"Germany",0,0,36091.91,0,78.5128292930162,"Mass Market","Married",NA,NA,NA,1,132403.56,NA,1
6297,7,"Male","Postgraduate","Active loan",1,30,NA,44,NA,NA,1,NA,1,NA,"High Net Worth","Divorced",51,NA,554,0,85304.27,NA,0
6298,NA,"Female","High School","No loan",9,NA,"Yin",48,"France",0,NA,NA,1,92.3247020342736,"Mass Market",NA,NA,NA,554,NA,0,NA,0
6299,NA,"Male","University","No loan",10,NA,NA,42,"France",0,1,NA,NA,97.7058996221864,NA,NA,75,NA,677,1,99580.13,1,0
